iter	Passed	Remaining
303	535	1225
304	536	1222
305	538	1221
306	540	1219
307	541	1216
308	543	1214
309	544	1212
310	546	1210
311	547	1208
312	549	1206
313	551	1204
314	553	1202
315	554	1200
316	556	1198
317	557	1196
318	559	1194
319	561	1193
320	563	1192
321	565	1190
322	567	1189
323	569	1187
324	570	1185
325	572	1183
326	574	1182
327	576	1180
328	577	1178
329	579	1176
330	581	1174
331	583	1173
332	584	1171
333	586	1169
334	588	1167
335	590	1166
336	591	1163
337	593	1162
338	595	1160
339	596	1158
340	598	1156
341	600	1154
342	601	1152
343	603	1150
344	605	1149
345	606	1147
346	608	1145
347	610	1142
348	611	1140
349	613	1139
350	615	1137
351	617	1136
352	618	1134
353	620	1132
354	622	1131
355	624	1129
356	625	1127
357	627	1125
358	629	1124
359	631	1122
360	633	1121
361	635	1119
362	637	1117
363	638	1116
364	640	1114
365	642	1112
366	644	1111
367	646	1109
368	647	1107
369	649	1105
370	650	1103
371	652	1101
372	654	1100
373	656	1098
374	658	1096
375	659	1094
376	661	1092
377	663	1091
378	665	1089
379	666	1087
380	668	1086
381	670	1084
382	672	1082
383	674	1081
384	676	1080
385	677	1077
386	679	1075
387	680	1074
388	682	1072
389	684	1070
390	686	1068
391	688	1067
392	689	1065
393	691	1063
394	693	1061
395	694	1059
396	696	1057
397	697	1055
398	699	1053
399	701	1051
400	703	1050
401	704	1048
402	706	1046
403	708	1044
404	710	1043
405	711	1041
406	713	1039
407	714	1037
408	716	1035
409	717	1033
410	719	1031
411	720	1028
412	722	1027
413	724	1025
414	726	1023
415	727	1021
416	729	1020
417	731	1018
418	733	1016
419	734	1014
420	737	1013
421	738	1011
422	740	1009
423	742	1008
424	743	1006
425	746	1005
426	748	1004
427	750	1002
428	751	1000
429	753	998
430	755	996
431	756	995
432	758	993
433	760	991
434	762	989
435	763	987
436	765	986
437	767	984
438	769	982
439	770	981
440	772	979
441	774	977
442	775	975
443	777	973
444	779	972
445	781	970
446	782	968
447	784	966
448	786	964
449	787	962
450	789	961
451	791	959
452	792	957
453	794	955
454	796	953
455	797	951
456	799	949
457	801	948
458	802	946
459	804	944
460	806	942
461	807	940
462	809	939
463	811	937
464	813	935
465	815	934
466	817	932
467	819	931
468	821	930
469	823	929
470	825	927
471	827	925
472	829	923
473	831	922
474	832	920
475	834	918
476	835	916
477	837	914
478	839	913
479	841	911
480	842	909
481	844	907
482	846	905
483	847	903
484	849	901
485	850	899
486	852	898
487	855	897
488	857	896
489	859	894
490	860	892
491	862	890
492	864	888
493	866	887
494	868	885
495	869	883
496	871	881
497	872	879
498	878	882
499	880	880
500	881	878
501	883	876
502	885	874
503	887	873
504	889	871
505	890	869
506	892	867
507	894	866
508	895	864
509	897	862
510	899	860
511	900	858
512	902	857
513	905	855
514	906	854
515	909	852
516	910	850
517	912	849
518	914	847
519	915	845
520	917	843
521	919	841
522	921	840
523	922	838
524	924	836
525	925	834
526	927	832
527	929	831
528	931	829
529	933	827
530	935	826
531	936	824
532	938	822
533	940	820
534	942	818
535	943	817
536	945	815
537	947	813
538	949	811
539	951	810
540	952	808
541	954	806
542	956	804
543	958	803
544	960	801
545	962	799
546	964	798
547	965	796
548	967	794
549	969	793
550	971	791
551	973	789
552	974	788
553	976	786
554	978	784
555	979	782
556	982	781
557	983	779
558	985	777
559	987	776
560	989	774
561	990	772
562	992	770
563	994	768
564	996	766
565	997	765
566	999	763
567	1001	761
568	1003	759
569	1004	758
570	1006	756
571	1008	754
572	1010	752
573	1011	751
574	1013	749
575	1015	747
576	1017	745
577	1019	744
578	1021	742
579	1022	740
580	1024	738
581	1026	737
582	1027	735
583	1029	733
584	1031	731
585	1032	729
586	1034	727
587	1036	726
588	1037	724
589	1039	722
590	1041	720
591	1042	718
592	1044	717
593	1046	715
594	1048	713
595	1049	711
596	1051	709
597	1053	708
598	1054	706
599	1056	704
600	1058	702
601	1060	701
602	1062	699
603	1064	697
604	1065	695
605	1067	693
606	1069	692
607	1070	690
608	1072	688
609	1074	686
610	1076	685
611	1077	683
612	1079	681
613	1081	679
614	1083	678
615	1085	676
616	1087	674
617	1088	673
618	1090	671
619	1092	669
620	1093	667
621	1095	665
622	1097	664
623	1098	662
624	1100	660
625	1102	658
626	1104	656
627	1105	655
628	1107	653
629	1109	651
630	1111	649
631	1112	647
632	1114	646
633	1116	644
634	1117	642
635	1119	640
636	1121	639
637	1122	637
638	1124	635
639	1126	633
640	1128	631
641	1129	630
642	1131	628
643	1133	626
644	1134	624
645	1136	622
646	1137	620
647	1139	619
648	1141	617
649	1143	615
650	1144	613
651	1146	611
652	1148	610
653	1150	608
654	1151	606
655	1153	604
656	1155	603
657	1157	601
658	1159	599
659	1160	598
660	1162	596
661	1164	594
662	1165	592
663	1169	591
664	1171	589
665	1173	588
666	1175	586
667	1176	584
668	1178	582
669	1179	581
670	1181	579
671	1183	577
672	1186	576
673	1188	574
674	1189	572
675	1191	571
676	1193	569
677	1195	567
678	1197	566
679	1198	564
680	1200	562
681	1202	560
682	1203	558
683	1205	556
684	1206	554
685	1208	553
686	1210	551
687	1211	549
688	1213	547
689	1215	546
690	1217	544
691	1218	542
692	1220	540
693	1222	538
694	1223	537
695	1225	535
696	1227	533
697	1229	531
698	1230	530
699	1232	528
700	1234	526
701	1236	524
702	1237	523
703	1239	521
704	1241	519
705	1243	517
706	1244	515
707	1247	514
708	1249	512
709	1251	511
710	1252	509
711	1254	507
712	1256	505
713	1258	504
714	1260	502
715	1261	500
716	1263	498
717	1265	496
718	1267	495
719	1268	493
720	1270	491
721	1272	490
722	1274	488
723	1276	486
724	1278	484
725	1279	483
726	1281	481
727	1283	479
728	1284	477
729	1286	475
730	1288	473
731	1289	472
732	1291	470
733	1293	468
734	1294	466
735	1296	465
736	1297	463
737	1299	461
738	1301	459
739	1303	457
740	1305	456
741	1306	454
742	1308	452
743	1310	450
744	1312	449
745	1313	447
746	1315	445
747	1317	443
748	1319	442
749	1320	440
750	1322	438
751	1324	436
752	1325	434
753	1327	433
754	1328	431
755	1330	429
756	1332	427
757	1333	425
758	1335	424
759	1337	422
760	1339	420
761	1340	418
762	1342	416
763	1344	415
764	1345	413
765	1347	411
766	1349	409
767	1350	408
768	1352	406
769	1354	404
770	1355	402
771	1357	401
772	1359	399
773	1361	397
774	1363	395
775	1365	394
776	1367	392
777	1369	390
778	1370	388
779	1372	387
780	1374	385
781	1376	383
782	1378	381
783	1379	380
784	1382	378
785	1384	376
786	1385	375
787	1387	373
788	1389	371
789	1391	369
790	1393	368
791	1395	366
792	1397	364
793	1399	362
794	1400	361
795	1402	359
796	1404	357
797	1405	355
798	1407	354
799	1409	352
800	1411	350
801	1412	348
802	1414	347
803	1416	345
804	1418	343
805	1420	341
806	1421	340
807	1423	338
808	1425	336
809	1426	334
810	1428	332
811	1429	331
812	1432	329
813	1433	327
814	1435	325
815	1437	324
816	1438	322
817	1440	320
818	1441	318
819	1443	316
820	1445	315
821	1446	313
822	1448	311
823	1450	309
824	1452	308
825	1454	306
826	1455	304
827	1457	302
828	1459	300
829	1460	299
830	1462	297
831	1463	295
832	1465	293
833	1467	292
834	1469	290
835	1470	288
836	1472	286
837	1474	284
838	1475	283
839	1477	281
840	1479	279
841	1481	277
842	1482	276
843	1484	274
844	1486	272
845	1488	270
846	1490	269
847	1491	267
848	1493	265
849	1495	263
850	1497	262
851	1499	260
852	1500	258
853	1502	256
854	1504	255
855	1506	253
856	1508	251
857	1509	249
858	1511	248
859	1513	246
860	1514	244
861	1516	242
862	1518	241
863	1520	239
864	1521	237
865	1523	235
866	1524	233
867	1526	232
868	1528	230
869	1530	228
870	1531	226
871	1533	225
872	1535	223
873	1536	221
874	1538	219
875	1540	218
876	1541	216
877	1543	214
878	1545	212
879	1547	210
880	1548	209
881	1550	207
882	1552	205
883	1554	203
884	1556	202
885	1557	200
886	1559	198
887	1561	196
888	1562	195
889	1564	193
890	1566	191
891	1568	189
892	1569	188
893	1571	186
894	1572	184
895	1574	182
896	1576	181
897	1578	179
898	1579	177
899	1581	175
900	1583	174
901	1585	172
902	1586	170
903	1588	168
904	1590	166
905	1592	165
906	1593	163
907	1595	161
908	1597	159
909	1599	158
910	1601	156
911	1603	154
912	1604	152
913	1606	151
914	1608	149
915	1610	147
916	1611	145
917	1613	144
918	1615	142
919	1616	140
920	1618	138
921	1620	137
922	1622	135
923	1623	133
924	1625	131
925	1626	130
926	1628	128
927	1630	126
928	1632	124
929	1634	122
930	1635	121
931	1637	119
932	1639	117
933	1641	115
934	1642	114
935	1644	112
936	1646	110
937	1647	108
938	1649	107
939	1651	105
940	1652	103
941	1654	101
942	1656	100
943	1658	98
944	1659	96
945	1661	94
946	1663	93
947	1665	91
948	1667	89
949	1669	87
950	1671	86
951	1672	84
952	1674	82
953	1676	80
954	1678	79
955	1679	77
956	1681	75
957	1683	73
958	1684	72
959	1686	70
960	1688	68
961	1689	66
962	1691	64
963	1693	63
964	1695	61
965	1696	59
966	1698	57
967	1700	56
968	1702	54
969	1704	52
970	1706	50
971	1709	49
972	1710	47
973	1712	45
974	1714	43
975	1715	42
976	1717	40
977	1719	38
978	1721	36
979	1723	35
980	1725	33
981	1726	31
982	1728	29
983	1730	28
984	1731	26
985	1733	24
986	1735	22
987	1737	21
988	1738	19
989	1740	17
990	1742	15
991	1743	14
992	1745	12
993	1747	10
994	1748	8
995	1750	7
996	1752	5
997	1754	3
998	1756	1
999	1759	0
