iter	Logloss
148	0.4129936039
149	0.4128391941
150	0.4126237491
151	0.4123895641
152	0.4122236695
153	0.4119189167
154	0.411671002
155	0.411487864
156	0.4113202126
157	0.4110246345
158	0.4108450103
159	0.4106441408
160	0.4103696778
161	0.4103042505
162	0.4101322394
163	0.4099788381
164	0.4097641089
165	0.4095222457
166	0.4093742452
167	0.4091671291
168	0.4089302112
169	0.4086467035
170	0.4084310959
171	0.4082927907
172	0.4081593983
173	0.4079795138
174	0.4076093011
175	0.4072506382
176	0.4071153913
177	0.4069035577
178	0.4066843061
179	0.4064883494
180	0.4063293197
181	0.4061607898
182	0.406007356
183	0.4058238276
184	0.4056746883
185	0.4055194001
186	0.4053216865
187	0.4051876434
188	0.4049991046
189	0.4049219973
190	0.404790557
191	0.4046298029
192	0.4045104004
193	0.4043882325
194	0.4042516192
195	0.4040739145
196	0.4039618323
197	0.4038154911
198	0.4036892238
199	0.403495447
200	0.4033375884
201	0.4031975264
202	0.4030995643
203	0.402968547
204	0.4027343945
205	0.4025655393
206	0.4023032443
207	0.4021749273
208	0.4020773882
209	0.4020087724
210	0.4018611949
211	0.4016554452
212	0.4013103819
213	0.4012086132
214	0.4011398348
215	0.4010330558
216	0.4008609796
217	0.4007557298
218	0.4006393856
219	0.4004985752
220	0.4004011012
221	0.400242592
222	0.4001140798
223	0.3999677386
224	0.3998629442
225	0.3997416222
226	0.3996179902
227	0.3994955945
228	0.3994031959
229	0.3992286145
230	0.3991395344
231	0.3990058818
232	0.3988745716
233	0.3986931579
234	0.3986176123
235	0.3985609368
236	0.3984794047
237	0.3983818331
238	0.3982573227
239	0.3980851814
240	0.3978769266
241	0.3977191331
242	0.397560201
243	0.3973969742
244	0.3971720616
245	0.3970154394
246	0.3968634046
247	0.3967247416
248	0.3965797018
249	0.3964794297
250	0.3963779864
251	0.3962321332
252	0.3961241179
253	0.3960014294
254	0.3958391462
255	0.3957323672
256	0.3956646299
257	0.3954813943
258	0.3954084514
259	0.3952986142
260	0.395182758
261	0.3950043375
262	0.3947769523
263	0.3946666921
264	0.3945566271
265	0.3943728709
266	0.3941986149
267	0.3940553319
268	0.3939887008
269	0.3938744063
270	0.3937635605
271	0.3935995204
272	0.3934822652
273	0.3933525817
274	0.3933131171
275	0.3932493816
276	0.393119145
277	0.3929568943
278	0.3928930612
279	0.3927886572
280	0.3926928425
281	0.392676022
282	0.3925727242
283	0.392428205
284	0.392336457
285	0.3921656497
286	0.3919639343
287	0.391886762
288	0.3918021391
289	0.3916802966
290	0.3916117133
291	0.3914843724
292	0.3913974396
293	0.3912767357
294	0.3911863217
295	0.3911014061
296	0.3908296435
297	0.3906851893
298	0.3906243818
299	0.3905445416
300	0.3904608297
301	0.3903211907
302	0.3902346483
303	0.3901902709
304	0.3900455239
305	0.3899337996
306	0.3898405876
307	0.3897525486
308	0.3896192213
309	0.3895626759
310	0.3894687156
311	0.3893396178
312	0.3891967904
313	0.3890979498
314	0.3890330756
315	0.3889570745
316	0.3888865717
317	0.3888097897
318	0.3886898992
319	0.3886483849
320	0.3885247855
321	0.3883742473
322	0.3881658949
323	0.3879888408
324	0.3879195744
325	0.3877990983
326	0.3877349073
327	0.3876686666
328	0.3875867116
329	0.3874493499
330	0.387307954
331	0.3872584361
332	0.3871458009
333	0.3870826184
334	0.3869902849
335	0.3869092083
336	0.3866986435
337	0.3866117107
338	0.3865423142
339	0.386452746
340	0.3861816992
341	0.3860200341
342	0.3859586085
343	0.3858921726
344	0.3858382951
345	0.3857409186
346	0.3857045123
347	0.385649919
348	0.3855608389
349	0.3854799901
350	0.3853585379
351	0.3852224126
352	0.3851339832
353	0.3850229422
354	0.3849289494
355	0.3848512239
356	0.3847436966
357	0.3846158676
358	0.3845482279
359	0.3844758707
360	0.3843571514
361	0.3842551225
362	0.3841971456
363	0.384120201
364	0.3840313812
365	0.3838275511
366	0.3837439043
367	0.3835634016
368	0.3835110207
369	0.3834265605
370	0.383295901
371	0.3832010948
372	0.3830971789
373	0.3829920592
374	0.3828458806
375	0.3827611927
376	0.3826741298
377	0.3825943221
378	0.3825551503
379	0.3825018584
380	0.3824604091
381	0.3824008706
382	0.3823230475
383	0.3822320804
384	0.3821505158
385	0.3819687443
386	0.3818926455
387	0.381773601
388	0.3817069698
389	0.3815883157
390	0.3815308593
391	0.3814567777
392	0.3813892356
393	0.3812894191
394	0.3811861213
395	0.3811099575
396	0.3810164527
397	0.3809200848
398	0.3808353644
399	0.3807578666
400	0.3806824837
401	0.3805105701
402	0.3803773404
403	0.3803061219
404	0.3802046461
405	0.3800727503
406	0.3799929751
407	0.379839216
408	0.3797963677
409	0.3797420673
410	0.3796824311
411	0.3796130345
412	0.3795448417
413	0.3794666282
414	0.3793432565
415	0.3792233335
416	0.3791283971
417	0.3790302073
418	0.3789439252
419	0.3789008492
420	0.3787805358
421	0.3786500715
422	0.3785678888
423	0.3784983295
424	0.378441589
425	0.3783354932
426	0.3782836979
427	0.3781929585
428	0.3781114265
429	0.3780160347
430	0.3779411072
431	0.3778853752
432	0.3777890073
433	0.3776699302
434	0.3776174191
435	0.3775288271
436	0.3774508739
437	0.3773377181
438	0.3772703386
439	0.3772177625
440	0.3771259495
441	0.3770174787
442	0.3769533853
443	0.3768805075
444	0.3767754203
445	0.3766988335
446	0.3766499989
447	0.3765668727
448	0.3764941901
449	0.3764212147
450	0.3763354206
451	0.3762601678
452	0.3761666304
453	0.3760522383
454	0.3759993368
455	0.3758772665
456	0.3758284319
457	0.375743809
458	0.3756523864
459	0.3756168585
460	0.37557144
461	0.3755293075
462	0.3754086362
463	0.3753556046
464	0.3753154242
465	0.3752069209
466	0.3750931795
467	0.375032795
468	0.3749682461
469	0.3749549394
470	0.3748492666
471	0.3746325853
472	0.3745413904
473	0.374438906
474	0.3743799206
475	0.3742767855
476	0.3741817515
477	0.3740661881
478	0.3739949371
479	0.3738870519
480	0.3738102699
481	0.3737304297
482	0.3736767799
483	0.3736029586
484	0.3735738726
485	0.3734790664
486	0.3734204388
487	0.3733230298
488	0.3732098089
489	0.3731467566
490	0.3730887797
491	0.3729360942
492	0.372812202
493	0.3727086114
494	0.3726561979
495	0.3725868664
496	0.3724774521
497	0.3723825483
498	0.372251108
499	0.3721854204
500	0.3720608124
501	0.3719071183
502	0.3718268226
503	0.3717488043
504	0.3715660892
505	0.3714748618
506	0.3713859444
507	0.3712904875
508	0.3712329336
509	0.3710987603
510	0.3710172283
511	0.3709192988
512	0.3708798667
513	0.3707555515
514	0.3706592487
515	0.3705554954
516	0.3704282195
517	0.3703492252
518	0.3702626828
519	0.3701548302
520	0.3700761612
521	0.3699752385
522	0.3699276076
523	0.369841781
524	0.3696013819
525	0.3694746591
526	0.3693834642
527	0.3692319175
528	0.3691283919
529	0.3690399625
530	0.368971965
531	0.3688552629
532	0.3687999213
533	0.3687716486
534	0.3686776558
535	0.3685554228
536	0.3684714506
537	0.3684322788
538	0.368306955
539	0.3682195668
540	0.3681323086
541	0.3680714687
542	0.367999697
543	0.3678978633
544	0.3678141189
545	0.3676800433
546	0.3675848141
547	0.3674297536
548	0.3673067723
549	0.3672288191
550	0.3671177455
551	0.3670803631
552	0.3669653529
553	0.3668932884
554	0.3667392365
555	0.3666211354
556	0.3665215791
557	0.3664404375
558	0.3662384293
559	0.3661033126
560	0.3660626767
561	0.3659526117
562	0.3657899381
563	0.365642816
564	0.3655698081
565	0.3653974716
566	0.3652782318
567	0.3651947477
568	0.3650880012
569	0.3650255996
570	0.3648696932
571	0.364800622
572	0.3646959903
573	0.3645759371
574	0.3645263542
575	0.3644583566
576	0.364394556
577	0.3643226868
578	0.3642568365
579	0.3642050412
580	0.3640537872
581	0.3639202647
582	0.3637537194
583	0.3636256301
584	0.363528514
585	0.3634977361
586	0.3634390434
587	0.3632937108
588	0.3632477067
589	0.3631492891
590	0.3630535069
591	0.3628932733
592	0.3627269883
593	0.3625272251
594	0.3624585442
595	0.3622782042
596	0.3621559387
597	0.3619849036
598	0.3618253208
599	0.361773981
600	0.3616295268
601	0.3614745638
602	0.3614066964
603	0.3612265841
604	0.3611417661
605	0.3610329699
606	0.3609650374
607	0.3609230025
608	0.3608811629
609	0.3607876255
610	0.3607125028
611	0.3605368153
612	0.3603844876
613	0.3603012638
614	0.3602294271
615	0.3601376141
616	0.3600141123
617	0.3598641597
618	0.3597666856
619	0.3596423379
620	0.3596080137
621	0.3594722138
622	0.3593662156
623	0.3592852041
624	0.3592215662
625	0.3590791292
626	0.3590110665
627	0.3589088749
628	0.3587962397
629	0.3587097298
630	0.3585718476
631	0.3584877779
632	0.3583765091
633	0.3583058437
634	0.3581970475
635	0.3580072724
636	0.3578894642
637	0.3578389052
638	0.3577223007
639	0.3575837028
640	0.357486554
641	0.3573691037
642	0.3572509375
643	0.3571562615
644	0.3571123721
645	0.3570336055
646	0.3569502841
647	0.3568318251
648	0.356721207
649	0.356677155
650	0.3565350433
651	0.3564672409
652	0.3563566228
653	0.3562318521
654	0.3561402669
655	0.3560611424
656	0.3559117429
657	0.3558166764
658	0.355757691
659	0.3556269339
660	0.3555233433
661	0.3553640532
662	0.3553022372
663	0.3552024532
664	0.3550765113
665	0.3550391614
666	0.3548765854
667	0.3548066031
668	0.3546835568
669	0.354542291
670	0.3544009601
671	0.3543219658
672	0.3542433293
673	0.3540656572
674	0.3539073757
675	0.353858053
676	0.3537284672
677	0.3536294315
678	0.3535145188
679	0.3534120344
680	0.3532998547
681	0.3530940725
682	0.352987261
683	0.3528857526
684	0.3527636172
685	0.3526718693
686	0.3525515558
687	0.3524239221
688	0.3522470633
689	0.3521525499
690	0.352027161
691	0.351942831
692	0.3518909056
693	0.3518301307
694	0.3517234819
695	0.3516534346
696	0.351610261
697	0.3515051738
698	0.3513887645
699	0.3513114295
700	0.3511330415
701	0.3510233344
702	0.3509568334
703	0.3507754848
704	0.3506994512
705	0.3505492383
706	0.350464583
707	0.350323675
708	0.350280599
709	0.3501982211
710	0.3500197356
711	0.3499118829
712	0.3498559232
713	0.3497209041
714	0.3496108065
715	0.3495823061
716	0.3495255655
717	0.3493936047
718	0.3493298366
719	0.3492756663
720	0.3491549299
721	0.3490873227
722	0.348956891
723	0.3488508603
724	0.3487555986
725	0.3486395147
726	0.3485588936
727	0.3483991481
728	0.3483075303
729	0.3481620349
730	0.3480495298
731	0.3479398553
732	0.3477944575
733	0.3476845552
734	0.3474918845
735	0.3474043336
736	0.3473498379
737	0.347242701
738	0.3471200451
739	0.3469352804
740	0.3468287616
741	0.3467348664
742	0.3466384009
743	0.3465473362
744	0.3464822667
745	0.3464316102
746	0.3463717788
747	0.3462973393
748	0.3461648579
749	0.3459615158
750	0.3458149794
751	0.3456509393
752	0.345535441
753	0.3454095316
754	0.3453508064
755	0.345269372
756	0.3451676033
757	0.3450061009
758	0.3449070652
759	0.3448545541
760	0.344740162
761	0.3446629896
762	0.3444872695
763	0.3444037529
764	0.3442856518
765	0.3442275448
766	0.344129843
767	0.3440865718
768	0.3439352528
769	0.3437282668
770	0.3435974772
771	0.3434419286
772	0.3433938748
773	0.343280654
774	0.3431522719
775	0.3430337804
776	0.3429113197
777	0.3427292553
778	0.3426228668
779	0.3425532424
780	0.3425048958
781	0.3423752124
782	0.3422397052
783	0.342193148
784	0.3421098591
785	0.3420111162
786	0.341914423
787	0.3418255706
788	0.3416873631
789	0.3415187356
790	0.3414298832
791	0.3413709628
792	0.3413226813
793	0.3412601821
794	0.3411510606
795	0.3410183189
796	0.340979082
797	0.3408215814
798	0.3407336074
799	0.3405872988
800	0.3404816259
801	0.340328485
802	0.3402250896
803	0.3400698989
804	0.3399599966
805	0.3398747881
806	0.3398258884
807	0.339683549
808	0.3395689617
809	0.3394395385
810	0.3392875688
811	0.339176788
812	0.339136998
813	0.339014277
814	0.3389198287
815	0.3388289917
816	0.3387304766
817	0.3386939075
818	0.3386230469
819	0.3385464276
820	0.3385108997
821	0.3383737658
822	0.3382485396
823	0.3381337245
824	0.3380922102
825	0.3379804209
826	0.337803074
827	0.3377118792
828	0.3375780313
829	0.3374586288
830	0.337369321
831	0.3372383362
832	0.3371631809
833	0.3370429651
834	0.3369216106
835	0.3367959614
836	0.3366580792
837	0.3364754943
838	0.3364427969
839	0.3363541398
840	0.3362474909
841	0.336186716
842	0.3361548971
843	0.3360624334
844	0.3359750776
845	0.3358615639
846	0.335739884
847	0.3356366188
848	0.3354725787
849	0.3353532738
850	0.3352788669
851	0.3351560157
852	0.3350453326
853	0.3349245311
854	0.3347283142
855	0.3346085213
856	0.3344903226
857	0.3343584593
858	0.3341727511
859	0.3340737479
860	0.3339624141
861	0.3338462651
862	0.333767043
863	0.3337307342
864	0.3336449727
865	0.333516005
866	0.3334486906
867	0.3333612698
868	0.33323497
869	0.3331752037
870	0.3330926305
871	0.3330219976
872	0.3329115748
873	0.3327710898
874	0.3326931366
875	0.3326060736
876	0.3324927552
877	0.3324013
878	0.33232634
879	0.3322315338
880	0.3321487655
881	0.3320673961
882	0.3319931193
883	0.3318601498
884	0.3316718714
885	0.3315291415
886	0.3314911084
887	0.331358204
888	0.3312142378
889	0.3310779173
890	0.3309608573
891	0.330848645
892	0.3307423541
893	0.3305640637
894	0.3305262909
895	0.3304695829
896	0.3304100769
897	0.330316019
898	0.3302533571
899	0.3300701865
900	0.3299679949
901	0.3298125115
902	0.3297110682
903	0.3295739017
904	0.3294818935
905	0.3293852979
906	0.3293471997
907	0.3292521658
908	0.3291482824
909	0.3290573803
910	0.3289645913
911	0.3288632781
912	0.3287461206
913	0.3286503058
914	0.3285704655
915	0.3284787176
916	0.328392956
917	0.3282743344
918	0.3281905575
919	0.3281019003
920	0.3279579667
921	0.3278437047
922	0.3277199101
923	0.3276414688
924	0.3275649797
925	0.3274489283
926	0.3274044858
927	0.3273664853
928	0.3272516377
929	0.3272291887
930	0.3270881506
931	0.3269698869
932	0.3268704933
933	0.3268402685
934	0.3267999255
935	0.3267680089
936	0.3266257996
937	0.3264819635
938	0.3263446995
939	0.3261993343
940	0.3260909286
941	0.325988737
942	0.3258988435
943	0.3257521119
944	0.3256152057
945	0.3254699707
946	0.3253773769
947	0.3253199856
948	0.3251875692
949	0.3250537539
950	0.3250118817
951	0.3249268359
952	0.324822985
953	0.3247858304
954	0.3246098175
955	0.3244725209
956	0.3243351918
957	0.3242199538
958	0.3241190636
959	0.3240279013
960	0.3239900634
961	0.3239071974
962	0.3237783599
963	0.3237370733
964	0.323676396
965	0.3235050356
966	0.3234191764
967	0.3233416787
968	0.3232550062
969	0.323087615
970	0.3229994784
971	0.3229260475
972	0.3227858228
973	0.3226216851
974	0.3225467576
975	0.3224336994
976	0.3223067489
977	0.3222527087
978	0.3221691921
979	0.3220901977
980	0.3219863143
981	0.3218498962
982	0.3217216443
983	0.3216543299
984	0.3215582549
985	0.3215223365
986	0.3214415203
987	0.3213836735
988	0.3213340255
989	0.3212166402
990	0.32120008
991	0.3211631206
992	0.3210231887
993	0.3209806007
994	0.3208484772
995	0.3206926683
996	0.3205973741
997	0.3205266436
998	0.3204700332
999	0.3203488738
