iter	Passed	Remaining
296	611	1447
297	614	1446
298	616	1444
299	618	1442
300	620	1440
301	622	1438
302	624	1435
303	626	1434
304	628	1432
305	630	1430
306	633	1428
307	634	1426
308	637	1424
309	639	1422
310	641	1420
311	643	1418
312	645	1416
313	647	1414
314	649	1412
315	652	1411
316	654	1410
317	656	1408
318	658	1405
319	660	1403
320	663	1402
321	665	1401
322	667	1399
323	669	1397
324	671	1395
325	673	1393
326	675	1390
327	678	1389
328	680	1387
329	682	1385
330	684	1383
331	686	1381
332	688	1379
333	690	1377
334	692	1375
335	695	1374
336	697	1372
337	699	1370
338	701	1368
339	703	1366
340	705	1364
341	707	1361
342	709	1359
343	711	1357
344	713	1354
345	715	1353
346	717	1350
347	719	1348
348	720	1344
349	722	1342
350	724	1339
351	726	1338
352	729	1336
353	731	1334
354	733	1332
355	735	1330
356	737	1328
357	739	1326
358	741	1324
359	743	1322
360	745	1319
361	747	1317
362	750	1316
363	752	1314
364	754	1312
365	756	1310
366	758	1308
367	760	1306
368	762	1303
369	764	1301
370	766	1299
371	769	1298
372	771	1297
373	773	1295
374	775	1292
375	777	1290
376	779	1288
377	781	1286
378	784	1284
379	785	1282
380	788	1280
381	790	1278
382	791	1275
383	793	1273
384	796	1271
385	798	1269
386	801	1268
387	803	1266
388	805	1264
389	807	1262
390	809	1260
391	811	1258
392	813	1256
393	815	1255
394	817	1252
395	819	1250
396	821	1248
397	824	1246
398	826	1244
399	828	1242
400	831	1241
401	833	1240
402	835	1238
403	837	1236
404	840	1234
405	842	1232
406	844	1230
407	846	1228
408	848	1226
409	850	1224
410	852	1222
411	855	1220
412	857	1218
413	859	1216
414	861	1214
415	863	1212
416	865	1210
417	867	1208
418	869	1206
419	871	1203
420	873	1201
421	875	1199
422	878	1197
423	880	1195
424	882	1193
425	884	1191
426	886	1189
427	888	1187
428	891	1186
429	893	1184
430	895	1182
431	897	1179
432	899	1177
433	901	1175
434	903	1173
435	905	1171
436	907	1169
437	910	1167
438	912	1165
439	914	1163
440	916	1161
441	918	1159
442	920	1157
443	922	1155
444	924	1153
445	926	1151
446	928	1149
447	931	1147
448	933	1145
449	935	1143
450	937	1141
451	940	1140
452	943	1138
453	945	1136
454	947	1135
455	950	1133
456	952	1132
457	955	1130
458	957	1129
459	960	1128
460	962	1125
461	964	1123
462	967	1121
463	969	1119
464	971	1117
465	973	1115
466	975	1113
467	977	1111
468	979	1109
469	981	1107
470	983	1105
471	986	1103
472	988	1101
473	991	1099
474	993	1097
475	995	1095
476	997	1093
477	999	1091
478	1001	1088
479	1003	1087
480	1005	1084
481	1007	1083
482	1010	1081
483	1012	1078
484	1013	1076
485	1015	1074
486	1017	1072
487	1020	1070
488	1022	1068
489	1024	1066
490	1026	1064
491	1029	1062
492	1030	1060
493	1032	1058
494	1034	1055
495	1036	1053
496	1039	1051
497	1041	1049
498	1043	1047
499	1045	1045
500	1047	1043
501	1049	1041
502	1051	1039
503	1053	1037
504	1055	1035
505	1057	1032
506	1060	1031
507	1062	1029
508	1064	1027
509	1067	1025
510	1069	1022
511	1070	1020
512	1072	1018
513	1074	1016
514	1077	1014
515	1079	1012
516	1081	1010
517	1083	1008
518	1085	1006
519	1087	1004
520	1090	1002
521	1091	999
522	1093	997
523	1096	995
524	1098	993
525	1100	991
526	1102	989
527	1104	986
528	1105	984
529	1108	982
530	1110	980
531	1112	978
532	1114	976
533	1116	974
534	1118	972
535	1120	970
536	1122	968
537	1124	965
538	1126	963
539	1128	961
540	1130	959
541	1132	957
542	1134	954
543	1136	953
544	1138	950
545	1140	948
546	1142	946
547	1144	944
548	1146	942
549	1149	940
550	1151	938
551	1153	935
552	1155	933
553	1157	931
554	1159	929
555	1161	927
556	1163	925
557	1165	923
558	1167	921
559	1170	919
560	1172	917
561	1174	915
562	1176	913
563	1178	911
564	1180	909
565	1182	906
566	1184	904
567	1186	902
568	1188	900
569	1190	898
570	1193	896
571	1195	894
572	1197	892
573	1199	890
574	1202	888
575	1204	886
576	1205	884
577	1207	881
578	1210	879
579	1212	877
580	1214	875
581	1216	873
582	1218	871
583	1220	869
584	1222	866
585	1223	864
586	1225	862
587	1228	860
588	1230	858
589	1232	856
590	1234	854
591	1236	852
592	1238	850
593	1240	848
594	1242	845
595	1244	843
596	1247	841
597	1248	839
598	1250	837
599	1252	835
600	1255	833
601	1256	831
602	1259	828
603	1261	826
604	1263	824
605	1265	822
606	1266	820
607	1268	818
608	1270	815
609	1273	813
610	1275	811
611	1277	809
612	1279	807
613	1281	805
614	1283	803
615	1286	801
616	1288	799
617	1290	797
618	1292	795
619	1294	793
620	1297	791
621	1299	789
622	1301	787
623	1303	785
624	1305	783
625	1307	781
626	1309	779
627	1311	776
628	1314	775
629	1316	773
630	1318	771
631	1320	769
632	1323	767
633	1325	765
634	1327	763
635	1329	761
636	1331	758
637	1333	756
638	1335	754
639	1337	752
640	1339	750
641	1341	748
642	1344	746
643	1346	744
644	1348	742
645	1350	740
646	1352	737
647	1354	736
648	1356	733
649	1358	731
650	1360	729
651	1363	727
652	1366	726
653	1368	724
654	1370	721
655	1372	719
656	1374	717
657	1377	715
658	1379	713
659	1382	712
660	1384	709
661	1386	707
662	1388	705
663	1391	703
664	1393	701
665	1395	699
666	1397	697
667	1399	695
668	1401	693
669	1404	691
670	1406	689
671	1408	687
672	1410	685
673	1412	683
674	1415	681
675	1417	679
676	1419	677
677	1422	675
678	1424	673
679	1426	671
680	1428	668
681	1430	666
682	1432	664
683	1434	662
684	1436	660
685	1439	658
686	1441	656
687	1443	654
688	1445	652
689	1447	650
690	1449	648
691	1451	646
692	1454	644
693	1456	642
694	1458	639
695	1460	637
696	1462	635
697	1464	633
698	1466	631
699	1468	629
700	1470	627
701	1472	625
702	1475	623
703	1477	621
704	1479	619
705	1481	617
706	1483	614
707	1485	612
708	1487	610
709	1490	608
710	1492	606
711	1494	604
712	1496	602
713	1498	600
714	1500	598
715	1502	596
716	1504	594
717	1506	591
718	1508	589
719	1510	587
720	1512	585
721	1515	583
722	1517	581
723	1519	579
724	1521	576
725	1523	574
726	1525	572
727	1527	570
728	1529	568
729	1532	566
730	1534	564
731	1536	562
732	1538	560
733	1540	558
734	1542	556
735	1544	554
736	1546	552
737	1549	550
738	1551	548
739	1553	545
740	1555	543
741	1557	541
742	1559	539
743	1561	537
744	1564	535
745	1566	533
746	1568	531
747	1570	529
748	1572	526
749	1574	524
750	1576	522
751	1578	520
752	1580	518
753	1582	516
754	1585	514
755	1587	512
756	1589	510
757	1591	508
758	1594	506
759	1596	504
760	1599	502
761	1601	500
762	1603	497
763	1605	495
764	1607	493
765	1609	491
766	1611	489
767	1613	487
768	1615	485
769	1617	483
770	1619	481
771	1622	479
772	1624	477
773	1626	475
774	1628	472
775	1630	470
776	1633	468
777	1635	466
778	1637	464
779	1639	462
780	1641	460
781	1643	458
782	1646	456
783	1648	454
784	1650	451
785	1652	449
786	1654	447
787	1656	445
788	1658	443
789	1660	441
790	1662	439
791	1664	437
792	1666	435
793	1668	432
794	1670	430
795	1672	428
796	1674	426
797	1676	424
798	1678	422
799	1680	420
800	1682	418
801	1684	415
802	1687	413
803	1689	411
804	1691	409
805	1693	407
806	1695	405
807	1698	403
808	1700	401
809	1702	399
810	1704	397
811	1707	395
812	1708	393
813	1711	390
814	1713	388
815	1715	386
816	1717	384
817	1719	382
818	1721	380
819	1723	378
820	1725	376
821	1728	374
822	1730	372
823	1732	369
824	1734	367
825	1736	365
826	1738	363
827	1740	361
828	1742	359
829	1745	357
830	1746	355
831	1748	353
832	1751	351
833	1753	348
834	1755	346
835	1757	344
836	1759	342
837	1761	340
838	1763	338
839	1765	336
840	1767	334
841	1769	332
842	1771	329
843	1774	328
844	1776	325
845	1778	323
846	1780	321
847	1783	319
848	1785	317
849	1787	315
850	1789	313
851	1791	311
852	1794	309
853	1796	307
854	1798	305
855	1800	302
856	1802	300
857	1805	298
858	1807	296
859	1809	294
860	1811	292
861	1813	290
862	1815	288
863	1818	286
864	1820	284
865	1822	281
866	1824	279
867	1826	277
868	1828	275
869	1830	273
870	1832	271
871	1835	269
872	1837	267
873	1839	265
874	1842	263
875	1844	261
876	1846	259
877	1848	256
878	1850	254
879	1853	252
880	1855	250
881	1857	248
882	1859	246
883	1861	244
884	1864	242
885	1871	240
886	1873	238
887	1875	236
888	1878	234
889	1880	232
890	1882	230
891	1884	228
892	1886	226
893	1888	223
894	1891	221
895	1893	219
896	1895	217
897	1898	215
898	1900	213
899	1902	211
900	1905	209
901	1907	207
902	1909	205
903	1913	203
904	1916	201
905	1918	199
906	1920	196
907	1923	194
908	1926	192
909	1928	190
910	1931	188
911	1933	186
912	1936	184
913	1938	182
914	1940	180
915	1943	178
916	1945	176
917	1947	173
918	1950	171
919	1952	169
920	1955	167
921	1957	165
922	1960	163
923	1962	161
924	1964	159
925	1967	157
926	1969	155
927	1971	152
928	1973	150
929	1975	148
930	1977	146
931	1979	144
932	1982	142
933	1984	140
934	1986	138
935	1988	135
936	1990	133
937	1992	131
938	1994	129
939	1996	127
940	1998	125
941	2001	123
942	2003	121
943	2005	118
944	2006	116
945	2008	114
946	2010	112
947	2012	110
948	2014	108
949	2017	106
950	2019	104
951	2021	101
952	2023	99
953	2025	97
954	2027	95
955	2029	93
956	2031	91
957	2034	89
958	2036	87
959	2038	84
960	2040	82
961	2042	80
962	2044	78
963	2046	76
964	2049	74
965	2051	72
966	2053	70
967	2055	67
968	2057	65
969	2059	63
970	2061	61
971	2063	59
972	2065	57
973	2067	55
974	2069	53
975	2071	50
976	2073	48
977	2075	46
978	2077	44
979	2080	42
980	2082	40
981	2084	38
982	2086	36
983	2088	33
984	2090	31
985	2092	29
986	2094	27
987	2096	25
988	2098	23
989	2100	21
990	2102	19
991	2104	16
992	2106	14
993	2108	12
994	2110	10
995	2112	8
996	2115	6
997	2117	4
998	2119	2
999	2121	0
